OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
70460,53,061,051602,1400000US53061051602,53061051602,516.02,Snohomish,WA,Washing,"Census Tract 516.02, Snohomish County, Washingto","3,972.00",357.00,"1,986.00",1.03,0.37,0.83,0.37,0.00,0.11,0.82,0.74,1.67,0.41,0.00,0.00,0.00,0.74,0.00,0.00,0.74,0.38,0.39,0.70,0.33,1.41,0.36,0.29,0.00,0.00,0.29,0.10,0.80,0.80,0.80,4.92,0.24,0.51,0.51,0.51,0.26,0.58,0.49,0.38,0.58,0.44,0.27,3.00,0.39,0.77,0.12,0.61,0.71,2.21,0.67,0.77,0.88,1.65,0.95,7.37,0.59,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.88,0.73,36.95,0.00,0.00,0.00,6.30,0.00,0.00,100.00,77.51,12.11,3.11,0.00,0.00,96.01,30.40,18.23,11.80,4.70,9.10,28.84,6.20,10.30,20.40,14.70,14.00,3.80,8.70,4.10,32.40,9.90,7.60,11.80,10.10,0.53,0.54,0.71,0.42,0.25,"6,442.61","2,058,638.86"
70461,53,061,051701,1400000US53061051701,53061051701,517.01,Snohomish,WA,Washing,"Census Tract 517.01, Snohomish County, Washingto","6,328.00",519.00,"6,017.00",1.05,0.38,0.85,0.39,0.00,0.11,0.86,0.79,1.76,0.45,0.00,0.61,0.00,0.00,0.00,0.00,0.61,0.31,0.39,0.55,0.09,1.02,0.09,0.00,0.45,0.00,0.45,0.14,0.91,0.91,0.91,4.74,0.20,0.70,0.70,0.70,0.51,0.54,0.20,0.72,0.54,0.61,0.46,3.59,0.52,0.56,0.21,0.58,0.82,2.17,0.64,0.71,0.55,1.26,0.76,7.72,0.64,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,6.89,0.82,38.08,0.00,36.09,0.00,0.00,0.00,0.00,100.00,65.73,15.29,0.00,40.67,0.00,100.00,53.00,30.55,10.70,2.70,18.30,27.52,8.90,15.30,16.70,17.40,13.50,6.90,5.40,0.40,32.30,10.50,6.80,13.20,11.20,0.52,0.70,0.52,0.56,0.41,"7,940.77","2,485,901.84"
70462,53,061,051702,1400000US53061051702,53061051702,517.02,Snohomish,WA,Washing,"Census Tract 517.02, Snohomish County, Washingto","4,944.00",317.00,"5,956.00",0.91,0.30,0.71,0.29,0.00,0.11,0.90,0.81,1.82,0.48,0.00,0.42,0.00,0.00,0.00,0.00,0.42,0.24,0.39,0.27,0.30,0.96,0.07,0.00,0.58,0.00,0.58,0.21,0.91,0.91,0.91,4.69,0.19,0.61,0.61,0.61,0.56,0.45,0.06,0.70,0.75,0.16,0.35,3.02,0.39,0.83,0.36,0.43,0.83,2.45,0.84,0.00,0.89,0.89,0.55,6.96,0.52,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.91,0.91,38.73,0.00,5.84,0.00,0.00,0.00,0.00,100.00,40.76,12.56,0.00,69.61,0.00,100.00,40.20,32.98,8.80,1.40,17.50,35.66,2.80,12.30,22.00,20.10,11.40,7.60,0.00,4.20,33.40,9.80,7.50,11.80,11.00,0.59,0.52,0.69,0.54,0.25,"6,934.34","2,166,606.74"
70463,53,061,051802,1400000US53061051802,53061051802,518.02,Snohomish,WA,Washing,"Census Tract 518.02, Snohomish County, Washingto","6,654.00",505.00,"11,753.00",0.58,0.13,0.58,0.20,0.00,0.12,0.91,0.81,1.83,0.48,0.00,0.60,0.00,0.00,0.00,0.00,0.60,0.31,0.42,0.11,0.19,0.71,0.02,0.00,0.64,0.00,0.64,0.24,0.86,0.86,0.86,4.65,0.19,0.68,0.68,0.68,0.26,0.40,0.43,0.57,0.57,0.28,0.12,2.63,0.31,0.39,0.26,0.22,0.86,1.73,0.28,0.55,0.59,1.14,0.71,6.19,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94,0.93,38.82,0.00,34.95,0.00,0.00,0.00,0.00,98.20,18.27,13.94,0.00,83.59,0.00,99.77,50.40,18.17,7.90,4.30,13.40,28.57,4.30,6.00,13.90,18.50,8.60,9.20,1.20,0.50,27.70,9.20,5.40,11.30,9.30,0.25,0.34,0.24,0.32,0.20,"11,388.57","4,994,217.76"
70464,53,061,051803,1400000US53061051803,53061051803,518.03,Snohomish,WA,Washing,"Census Tract 518.03, Snohomish County, Washingto","7,321.00",601.00,"2,449.00",1.31,0.53,0.91,0.44,0.00,0.12,0.90,0.80,1.82,0.48,0.00,0.28,0.00,0.00,0.00,0.00,0.28,0.19,0.46,0.15,0.19,0.80,0.03,0.00,0.31,0.00,0.31,0.10,0.81,0.81,0.81,4.03,0.09,0.74,0.74,0.74,0.69,0.77,0.49,0.92,0.89,0.83,0.35,4.94,0.80,0.08,0.69,0.39,0.88,2.04,0.53,0.74,0.45,1.18,0.73,8.90,0.82,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,6.94,0.92,38.62,0.00,0.03,0.00,0.00,0.00,0.00,91.17,26.39,13.94,0.00,17.56,0.00,97.21,58.70,40.58,18.30,4.70,29.80,44.54,14.70,12.30,7.40,24.80,10.90,10.30,6.90,0.20,25.20,10.90,4.20,15.60,8.50,0.14,0.77,0.08,0.22,0.68,"5,373.12","1,588,109.65"
70465,53,061,051804,1400000US53061051804,53061051804,518.04,Snohomish,WA,Washing,"Census Tract 518.04, Snohomish County, Washingto","7,109.00",713.00,"3,844.00",0.54,0.11,0.54,0.17,0.00,0.12,0.90,0.80,1.83,0.48,0.00,0.70,0.00,0.00,0.00,0.00,0.70,0.36,0.50,0.07,0.21,0.78,0.03,0.00,0.73,0.00,0.73,0.30,0.91,0.91,0.91,4.94,0.24,0.77,0.77,0.77,0.22,0.47,0.43,0.66,0.74,0.34,0.07,2.94,0.38,0.04,0.42,0.25,0.76,1.47,0.14,0.00,0.38,0.38,0.16,5.56,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.96,0.92,38.66,0.00,61.19,0.00,0.00,0.00,0.00,79.91,11.19,13.67,0.00,97.91,0.00,100.00,63.40,16.48,9.20,4.30,16.20,35.33,5.00,4.50,5.40,21.00,9.00,5.00,0.00,0.10,23.60,9.00,4.50,11.20,7.40,0.09,0.28,0.11,0.11,0.19,"7,623.60","2,370,318.25"
70466,53,061,051905,1400000US53061051905,53061051905,519.05,Snohomish,WA,Washing,"Census Tract 519.05, Snohomish County, Washingto","9,866.00",641.00,"8,068.00",0.76,0.22,0.76,0.32,0.00,0.12,0.90,0.80,1.81,0.48,0.00,0.54,0.00,0.00,0.00,0.00,0.54,0.29,0.46,0.29,0.23,0.98,0.08,0.00,0.72,0.00,0.72,0.29,0.91,0.91,0.91,4.97,0.25,0.62,0.62,0.62,0.30,0.42,0.74,0.59,0.39,0.63,0.20,3.27,0.45,0.17,0.40,0.52,0.76,1.84,0.36,0.64,0.55,1.19,0.73,6.92,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,0.92,38.43,0.00,21.54,0.00,0.00,0.00,0.00,90.15,42.66,13.50,0.00,97.32,0.00,100.00,41.30,20.19,8.30,7.20,14.10,23.11,9.20,8.20,9.70,20.70,12.60,4.90,2.60,0.40,27.70,10.00,5.50,12.50,8.70,0.25,0.57,0.26,0.24,0.33,"10,833.68","5,306,085.55"
70467,53,061,051912,1400000US53061051912,53061051912,519.12,Snohomish,WA,Washing,"Census Tract 519.12, Snohomish County, Washingto","2,409.00",146.00,"4,902.00",0.69,0.18,0.49,0.14,0.00,0.11,0.76,0.75,1.62,0.39,0.00,0.67,0.00,0.00,0.00,0.00,0.67,0.35,0.86,0.24,0.90,2.00,0.82,0.00,0.60,0.00,0.60,0.21,0.73,0.73,0.73,5.62,0.39,0.38,0.38,0.38,0.12,0.05,0.37,0.10,0.21,0.16,0.04,1.04,0.05,0.47,0.36,0.32,0.00,1.15,0.06,0.80,0.59,1.38,0.82,3.96,0.10,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.89,0.64,37.23,0.00,53.19,0.00,0.00,0.00,0.00,0.03,37.30,4.50,0.00,72.87,0.00,87.38,20.40,11.44,1.60,3.90,3.90,18.28,2.80,3.00,15.20,20.10,10.00,0.00,10.50,0.50,31.30,9.70,7.50,10.80,8.80,0.46,0.49,0.69,0.25,0.15,"16,746.74","13,471,905.46"
70468,53,061,051913,1400000US53061051913,53061051913,519.13,Snohomish,WA,Washing,"Census Tract 519.13, Snohomish County, Washingto","4,969.00",233.00,"2,436.00",0.18,0.01,0.18,0.02,0.00,0.12,0.89,0.81,1.82,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.19,0.44,1.02,0.09,0.00,0.28,0.00,0.28,0.10,0.80,0.80,0.80,3.91,0.08,0.45,0.45,0.45,0.09,0.27,0.17,0.06,0.03,0.07,0.07,0.75,0.03,0.33,0.46,0.28,0.67,1.73,0.28,0.48,0.62,1.09,0.70,4.03,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94,0.88,38.89,0.00,0.00,0.00,0.00,0.00,0.00,100.00,31.25,10.13,0.00,14.10,0.00,95.51,25.80,9.36,5.60,2.50,2.90,10.47,1.70,4.20,12.90,21.50,9.40,3.00,0.60,0.60,29.40,9.80,6.50,11.40,8.80,0.35,0.52,0.45,0.25,0.21,"10,206.12","3,947,361.40"
70469,53,061,051914,1400000US53061051914,53061051914,519.14,Snohomish,WA,Washing,"Census Tract 519.14, Snohomish County, Washingto","4,166.00",223.00,"1,739.00",0.23,0.02,0.23,0.04,0.00,0.12,0.87,0.89,1.88,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.34,0.48,1.20,0.18,0.00,0.19,0.00,0.19,0.07,0.73,0.73,0.73,3.99,0.09,0.38,0.38,0.38,0.11,0.20,0.52,0.13,0.04,0.19,0.16,1.36,0.09,0.62,0.24,0.14,0.48,1.48,0.14,0.75,0.45,1.19,0.73,4.41,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.97,0.83,41.69,0.00,0.00,0.00,0.00,0.00,0.00,100.00,47.18,9.50,0.00,1.17,0.00,86.78,20.60,10.80,4.50,5.00,4.60,11.74,3.20,7.10,17.70,18.10,7.30,1.20,7.50,0.20,29.80,9.80,7.20,11.00,8.80,0.37,0.52,0.61,0.25,0.17,"7,368.78","3,424,378.04"
70470,53,061,051915,1400000US53061051915,53061051915,519.15,Snohomish,WA,Washing,"Census Tract 519.15, Snohomish County, Washingto","8,035.00",512.00,"3,213.00",0.36,0.05,0.36,0.08,0.00,0.12,0.88,0.83,1.83,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.28,0.50,1.19,0.18,0.00,0.60,0.00,0.60,0.22,0.90,0.90,0.90,4.52,0.16,0.53,0.53,0.53,0.19,0.15,0.06,0.21,0.16,0.25,0.24,1.25,0.08,0.18,0.76,0.19,0.51,1.63,0.21,0.67,0.74,1.42,0.83,4.83,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.97,0.86,39.48,0.00,0.00,0.00,0.00,0.00,0.00,99.06,41.94,9.17,0.00,73.47,0.00,99.99,32.50,14.95,3.60,1.40,6.00,16.77,3.90,9.40,9.90,26.10,8.10,1.40,3.90,1.50,25.60,9.50,5.70,11.20,7.40,0.15,0.43,0.29,0.11,0.19,"10,365.32","4,118,696.64"
70471,53,061,051916,1400000US53061051916,53061051916,519.16,Snohomish,WA,Washing,"Census Tract 519.16, Snohomish County, Washingto","3,933.00",294.00,"2,416.00",0.39,0.06,0.39,0.09,0.00,0.12,0.86,0.83,1.81,0.47,0.00,0.74,0.00,0.00,0.00,0.00,0.74,0.38,0.42,0.52,0.30,1.25,0.22,0.00,0.77,0.00,0.77,0.32,0.90,0.90,0.90,5.46,0.35,0.41,0.41,0.41,0.08,0.13,0.30,0.18,0.09,0.37,0.05,1.19,0.07,0.28,0.69,0.22,0.44,1.63,0.21,0.00,0.00,0.00,0.00,3.22,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.81,39.39,0.00,73.82,0.00,0.00,0.00,0.00,97.19,63.20,12.50,0.00,100.00,0.00,99.97,22.50,8.83,3.20,3.40,5.40,14.27,5.30,3.60,11.90,24.80,8.60,1.00,0.00,0.00,27.70,9.80,6.30,11.40,8.00,0.25,0.52,0.41,0.16,0.21,"10,289.87","2,801,537.61"
70472,53,061,051917,1400000US53061051917,53061051917,519.17,Snohomish,WA,Washing,"Census Tract 519.17, Snohomish County, Washingto","4,335.00",390.00,"2,171.00",0.49,0.09,0.29,0.06,0.00,0.12,0.83,0.87,1.82,0.48,0.00,0.31,0.00,0.00,0.00,0.00,0.31,0.20,0.39,0.16,0.76,1.30,0.26,0.00,0.23,0.00,0.23,0.08,0.91,0.91,0.91,4.57,0.17,0.39,0.39,0.39,0.02,0.14,0.15,0.08,0.07,0.03,0.11,0.59,0.01,0.64,0.52,0.24,0.40,1.80,0.33,0.86,0.55,1.42,0.83,4.19,0.12,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.00,0.75,40.94,0.00,0.49,0.00,0.00,0.00,0.00,100.00,27.64,6.17,0.00,6.82,0.00,100.00,20.80,3.52,3.40,2.30,3.40,13.49,1.00,5.60,18.00,22.40,8.90,0.80,16.30,0.40,30.30,9.20,8.10,9.80,8.30,0.40,0.34,0.82,0.20,0.07,"7,100.29","2,947,130.53"
70473,53,061,051918,1400000US53061051918,53061051918,519.18,Snohomish,WA,Washing,"Census Tract 519.18, Snohomish County, Washingto","5,424.00",361.00,"3,750.00",0.76,0.22,0.56,0.19,0.00,0.13,0.86,0.85,1.84,0.49,0.00,0.70,0.00,0.00,0.00,0.00,0.70,0.36,0.49,0.13,0.49,1.11,0.13,0.00,0.65,0.00,0.65,0.24,0.85,0.85,0.85,5.15,0.28,0.49,0.49,0.49,0.20,0.39,0.09,0.27,0.22,0.35,0.07,1.59,0.12,0.60,0.32,0.19,0.71,1.82,0.34,0.86,0.67,1.53,0.89,5.43,0.28,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.01,0.82,40.11,0.00,63.44,0.00,0.00,0.00,0.00,83.69,22.10,9.25,0.00,83.83,0.00,99.63,28.50,15.25,7.60,1.80,7.10,18.73,5.10,4.50,17.40,19.50,8.10,3.80,15.90,0.90,30.70,9.70,7.50,11.00,8.90,0.43,0.49,0.69,0.27,0.17,"8,844.64","4,469,873.42"
70474,53,061,051921,1400000US53061051921,53061051921,519.21,Snohomish,WA,Washing,"Census Tract 519.21, Snohomish County, Washingto","5,581.00",391.00,"2,150.00",0.59,0.14,0.59,0.21,0.00,0.12,0.84,0.82,1.79,0.47,0.00,0.61,0.00,0.00,0.00,0.00,0.61,0.31,0.39,0.15,0.50,1.04,0.10,0.00,0.65,0.00,0.65,0.25,0.90,0.90,0.90,4.99,0.25,0.63,0.63,0.63,0.23,0.47,0.23,0.57,0.40,0.58,0.06,2.55,0.29,0.11,0.59,0.12,0.63,1.45,0.13,0.80,0.45,1.24,0.75,5.87,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.78,39.21,0.00,36.90,0.00,0.00,0.00,0.00,100.00,25.73,9.11,0.00,85.86,0.00,99.97,43.10,17.04,9.30,2.90,13.50,23.47,8.30,4.00,8.20,23.30,7.00,2.50,10.70,0.20,25.70,10.00,5.40,12.40,7.30,0.16,0.57,0.24,0.10,0.32,"7,850.22","2,429,806.68"
70475,53,061,051922,1400000US53061051922,53061051922,519.22,Snohomish,WA,Washing,"Census Tract 519.22, Snohomish County, Washingto","6,048.00",432.00,"3,990.00",0.45,0.08,0.45,0.12,0.00,0.12,0.87,0.82,1.81,0.47,0.00,0.69,0.00,0.00,0.00,0.00,0.69,0.35,0.47,0.11,0.53,1.12,0.14,0.00,0.77,0.00,0.77,0.32,0.90,0.90,0.90,5.28,0.31,0.65,0.65,0.65,0.16,0.29,0.17,0.23,0.11,0.34,0.06,1.35,0.09,0.12,0.70,0.09,0.71,1.61,0.20,0.00,0.71,0.71,0.41,4.32,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98,0.83,39.21,0.00,59.02,0.00,0.00,0.00,0.00,88.97,19.86,8.67,0.00,100.00,0.00,99.97,45.80,13.15,5.90,2.50,6.30,15.31,5.00,3.90,8.40,24.90,6.30,3.70,0.00,1.20,23.80,9.30,5.10,11.20,6.80,0.09,0.37,0.19,0.07,0.19,"10,828.23","3,817,316.81"
70476,53,061,051923,1400000US53061051923,53061051923,519.23,Snohomish,WA,Washing,"Census Tract 519.23, Snohomish County, Washingto","7,942.00",632.00,"3,444.00",0.31,0.04,0.31,0.06,0.00,0.12,0.84,0.78,1.75,0.45,0.00,0.84,0.00,0.00,0.00,0.00,0.84,0.43,0.39,0.07,0.36,0.82,0.04,0.00,0.18,0.00,0.18,0.07,0.90,0.90,0.90,4.49,0.16,0.56,0.56,0.56,0.23,0.18,0.21,0.54,0.38,0.28,0.06,1.89,0.17,0.04,0.90,0.05,0.66,1.65,0.22,0.00,0.38,0.38,0.16,4.48,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.77,38.06,0.00,98.92,0.00,0.00,0.00,0.00,100.00,11.89,11.56,0.00,0.51,0.00,99.97,35.30,16.72,4.10,2.80,12.80,22.93,4.30,4.00,5.40,29.80,5.30,2.90,0.00,0.10,22.70,9.30,4.80,11.30,6.30,0.07,0.37,0.15,0.05,0.20,"10,294.49","3,757,696.64"
70477,53,061,051924,1400000US53061051924,53061051924,519.24,Snohomish,WA,Washing,"Census Tract 519.24, Snohomish County, Washingto","8,169.00",529.00,"2,525.00",0.47,0.09,0.47,0.13,0.00,0.12,0.83,0.80,1.76,0.45,0.00,0.67,0.00,0.00,0.00,0.00,0.67,0.34,0.48,0.09,0.48,1.05,0.11,0.00,0.18,0.00,0.18,0.07,0.88,0.88,0.88,4.54,0.17,0.68,0.68,0.68,0.10,0.24,0.20,0.71,0.42,0.28,0.08,2.03,0.20,0.14,0.75,0.25,0.65,1.80,0.33,0.74,0.38,1.12,0.71,5.63,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.99,0.75,38.65,0.00,51.99,0.00,0.00,0.00,0.00,86.31,15.92,9.44,0.00,0.80,0.00,99.89,49.00,10.05,5.20,2.70,17.60,23.83,4.30,4.70,9.10,25.90,9.10,2.80,7.00,0.10,23.70,9.10,5.40,10.70,6.80,0.09,0.31,0.24,0.07,0.14,"7,628.88","2,661,535.95"
70478,53,061,051925,1400000US53061051925,53061051925,519.25,Snohomish,WA,Washing,"Census Tract 519.25, Snohomish County, Washingto","8,619.00",495.00,"14,894.00",0.53,0.11,0.53,0.16,0.00,0.12,0.88,0.80,1.80,0.47,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.41,0.54,0.07,0.34,0.95,0.07,0.00,0.60,0.00,0.60,0.22,0.89,0.89,0.89,5.05,0.26,0.72,0.72,0.72,0.11,0.28,0.40,0.49,0.23,0.14,0.04,1.69,0.14,0.13,0.78,0.14,0.67,1.72,0.27,0.71,0.51,1.21,0.74,5.33,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.85,38.57,0.00,92.45,0.00,0.00,0.00,0.00,69.25,11.61,11.96,0.00,74.30,0.00,99.93,54.80,10.59,5.80,4.10,11.50,18.78,2.60,3.20,8.80,26.40,7.40,3.00,5.30,0.30,23.50,8.90,5.30,10.20,6.80,0.09,0.26,0.22,0.07,0.10,"13,203.57","8,001,502.24"
70479,53,061,051926,1400000US53061051926,53061051926,519.26,Snohomish,WA,Washing,"Census Tract 519.26, Snohomish County, Washingto","5,645.00",325.00,"4,103.00",0.61,0.14,0.61,0.21,0.00,0.12,0.85,0.79,1.76,0.45,0.00,0.68,0.00,0.00,0.00,0.00,0.68,0.35,0.84,0.21,0.76,1.81,0.69,0.00,0.57,0.00,0.57,0.20,0.81,0.81,0.81,5.63,0.39,0.55,0.55,0.55,0.19,0.11,0.34,0.11,0.27,0.20,0.03,1.25,0.08,0.21,0.82,0.15,0.63,1.81,0.33,0.69,0.67,1.37,0.81,4.98,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98,0.79,38.21,0.00,57.25,0.00,0.00,0.00,0.00,1.08,34.33,6.11,0.00,67.21,0.00,96.58,34.10,14.81,2.90,3.70,4.00,20.09,3.30,2.80,10.50,27.40,7.60,2.50,4.60,0.90,27.00,9.20,6.40,10.30,8.10,0.22,0.34,0.43,0.17,0.11,"12,801.45","8,488,025.42"
70480,53,061,051927,1400000US53061051927,53061051927,519.27,Snohomish,WA,Washing,"Census Tract 519.27, Snohomish County, Washingto","5,465.00",345.00,"1,624.00",0.46,0.08,0.46,0.13,0.00,0.12,0.88,0.81,1.81,0.47,0.00,0.63,0.00,0.00,0.00,0.00,0.63,0.32,0.50,0.17,0.66,1.33,0.28,0.00,0.53,0.00,0.53,0.18,0.90,0.90,0.90,5.20,0.29,0.52,0.52,0.52,0.09,0.27,0.33,0.09,0.05,0.28,0.03,1.13,0.06,0.32,0.57,0.32,0.67,1.89,0.39,0.50,0.55,1.05,0.68,4.59,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.98,0.85,38.80,0.00,42.85,0.00,0.00,0.00,0.00,79.12,28.34,7.22,0.00,57.76,0.00,99.98,32.10,9.44,5.70,3.60,3.50,12.26,4.20,2.90,12.70,23.00,10.00,3.10,0.70,0.40,26.10,9.20,5.60,10.80,8.30,0.18,0.34,0.27,0.20,0.15,"11,511.93","4,591,917.72"
70481,53,061,051928,1400000US53061051928,53061051928,519.28,Snohomish,WA,Washing,"Census Tract 519.28, Snohomish County, Washingto","5,832.00",561.00,"4,226.00",0.85,0.27,0.85,0.39,0.00,0.12,0.90,0.81,1.83,0.48,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.42,0.08,0.24,0.74,0.02,0.00,0.70,0.00,0.70,0.28,0.91,0.91,0.91,5.04,0.26,0.67,0.67,0.67,0.51,0.62,0.17,0.86,0.82,0.76,0.23,3.98,0.61,0.20,0.39,0.27,0.80,1.66,0.23,0.52,0.55,1.08,0.69,7.38,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.97,0.90,38.90,0.00,99.97,0.00,0.00,0.00,0.00,97.36,12.85,13.33,0.00,94.53,0.00,100.00,48.70,30.55,12.80,2.50,24.80,39.50,12.20,9.20,10.30,20.60,9.30,6.20,0.90,0.40,24.90,10.30,4.80,13.50,8.30,0.13,0.65,0.15,0.20,0.44,"6,947.06","2,312,983.36"
70482,53,061,052003,1400000US53061052003,53061052003,520.03,Snohomish,WA,Washing,"Census Tract 520.03, Snohomish County, Washingto","11,587.00",948.00,"3,089.00",0.22,0.02,0.22,0.03,0.00,0.13,0.79,0.78,1.70,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.02,0.32,0.75,0.02,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.85,3.30,0.03,0.67,0.67,0.67,0.10,0.05,0.57,0.23,0.04,0.36,0.01,1.35,0.09,0.02,0.99,0.05,0.67,1.74,0.28,0.52,0.51,1.03,0.68,4.79,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04,0.69,37.91,0.00,0.00,0.00,0.00,0.00,0.00,99.09,3.02,12.25,0.00,0.00,0.00,99.41,48.60,10.05,1.70,5.40,6.30,11.51,5.20,1.40,4.50,37.00,5.30,3.10,0.90,0.30,22.50,8.40,4.30,9.90,6.60,0.07,0.14,0.09,0.06,0.08,"11,925.83","5,909,051.66"
70483,53,061,052004,1400000US53061052004,53061052004,520.04,Snohomish,WA,Washing,"Census Tract 520.04, Snohomish County, Washingto","6,371.00",428.00,"4,681.00",0.26,0.03,0.26,0.04,0.00,0.13,0.86,0.82,1.81,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.07,0.33,0.79,0.03,0.00,0.18,0.00,0.18,0.07,0.90,0.90,0.90,3.67,0.06,0.56,0.56,0.56,0.03,0.12,0.07,0.54,0.09,0.06,0.17,1.10,0.06,0.65,0.60,0.42,0.68,2.34,0.77,0.48,0.38,0.86,0.52,4.86,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04,0.82,39.03,0.00,0.00,0.00,0.00,0.00,0.00,100.00,11.73,12.04,0.00,0.32,0.00,99.97,35.00,5.71,3.10,1.60,12.80,14.61,1.60,7.60,18.10,23.40,11.30,3.20,0.60,0.10,30.10,9.30,7.40,10.40,8.80,0.39,0.37,0.66,0.25,0.11,"9,441.40","3,345,599.58"
